firstname,lastname,email,dateOfBirth,schoolClass,phoneNumber
Keane,Gullane,kgullaner0@senate.gov,06-06-2023,HIGH_SCHOOL_1TH_GRADE,9024751421
Karoline,Bilsford,kbilsfordr1@hugedomains.com,23-07-2023,HIGH_SCHOOL_1TH_GRADE,2126732612
Patty,Stickles,psticklesr2@google.pl,27-02-2022,HIGH_SCHOOL_1TH_GRADE,8275767866
Gerianna,Oen,goenr3@dell.com,17-05-2023,HIGH_SCHOOL_1TH_GRADE,1786415559
Lammond,Kubu,lkubur4@hibu.com,30-01-2023,HIGH_SCHOOL_1TH_GRADE,8032698083
Nollie,Managh,nmanaghr5@about.me,28-09-2023,HIGH_SCHOOL_1TH_GRADE,7746626360
Jolie,Vinter,jvinterr6@gizmodo.com,24-10-2022,HIGH_SCHOOL_1TH_GRADE,9696719288
Boote,Kilmaster,bkilmasterr7@typepad.com,18-09-2023,HIGH_SCHOOL_1TH_GRADE,5476962070
Fallon,Bradlaugh,fbradlaughr8@bandcamp.com,05-12-2021,HIGH_SCHOOL_1TH_GRADE,5353771821
Janella,Lintin,jlintinr9@about.com,26-07-2023,HIGH_SCHOOL_1TH_GRADE,8389819703
Shaine,Yegorev,syegorevra@wp.com,16-09-2022,HIGH_SCHOOL_1TH_GRADE,2419394495
Shelbi,Lynett,slynettrb@a8.net,02-02-2023,HIGH_SCHOOL_1TH_GRADE,1499875175
Colene,Grieg,cgriegrc@ox.ac.uk,09-10-2021,HIGH_SCHOOL_1TH_GRADE,1892527486
Stoddard,Gritsunov,sgritsunovrd@bbc.co.uk,20-05-2023,HIGH_SCHOOL_1TH_GRADE,3445554492
Saleem,Petrushkevich,spetrushkevichre@cloudflare.com,20-03-2023,HIGH_SCHOOL_1TH_GRADE,9377604564
Deedee,Arnaudet,darnaudetrf@slate.com,07-01-2022,HIGH_SCHOOL_1TH_GRADE,4817399840
Diarmid,Howcroft,dhowcroftrg@sun.com,06-11-2022,HIGH_SCHOOL_1TH_GRADE,7703929178
Nolana,Clayden,nclaydenrh@phpbb.com,09-06-2023,HIGH_SCHOOL_1TH_GRADE,7029692856
Courtenay,Astie,castieri@phoca.cz,04-12-2022,HIGH_SCHOOL_1TH_GRADE,3462846238
Janeen,Hammand,jhammandrj@nyu.edu,19-12-2021,HIGH_SCHOOL_1TH_GRADE,6723674327
Balduin,Kilgour,bkilgourrk@dailymotion.com,08-05-2022,HIGH_SCHOOL_1TH_GRADE,6473495921
Tedra,Ferrao,tferraorl@baidu.com,30-10-2022,HIGH_SCHOOL_1TH_GRADE,1926002610
Chiquia,Harries,charriesrm@plala.or.jp,13-12-2022,HIGH_SCHOOL_1TH_GRADE,1824487665
Allistir,Kensy,akensyrn@webeden.co.uk,15-03-2023,HIGH_SCHOOL_1TH_GRADE,7751526890
Glenda,Lattey,glatteyro@netvibes.com,27-09-2023,HIGH_SCHOOL_1TH_GRADE,7707587818
Gery,Doret,gdoretrp@walmart.com,07-02-2023,HIGH_SCHOOL_1TH_GRADE,5814416077
Justinn,Prettyman,jprettymanrq@paginegialle.it,10-07-2023,HIGH_SCHOOL_1TH_GRADE,4104467490
Cullan,Reymers,creymersrr@mit.edu,17-03-2022,HIGH_SCHOOL_1TH_GRADE,5138833509
