firstname,lastname,email,dateOfBirth,schoolClass,phoneNumber
Amata,Tebbe,atebber2@miibeian.gov.cn,30-06-2022,HIGH_SCHOOL_1TH_GRADE,9651253460
Dell,Tallant,dtallantr3@geocities.jp,09-06-2022,HIGH_SCHOOL_1TH_GRADE,3211766767
Oona,Feldstern,ofeldsternr4@behance.net,18-11-2021,HIGH_SCHOOL_1TH_GRADE,9114622442
Mavis,Horder,mhorderr5@gravatar.com,09-05-2023,HIGH_SCHOOL_1TH_GRADE,4088940547
Oralle,Burniston,oburnistonr6@zimbio.com,05-03-2023,HIGH_SCHOOL_1TH_GRADE,3532507934
Torrance,Dongall,tdongallr7@wp.com,28-09-2021,HIGH_SCHOOL_1TH_GRADE,4888884403
Zelma,Manuely,zmanuelyr8@reference.com,07-12-2022,HIGH_SCHOOL_1TH_GRADE,2234954390
Elizabet,Crosse,ecrosser9@163.com,17-12-2022,HIGH_SCHOOL_1TH_GRADE,5574298573
Harbert,Fairy,hfairyra@patch.com,07-08-2021,HIGH_SCHOOL_1TH_GRADE,1513472668
Cassandry,Grishukov,cgrishukovrb@sogou.com,11-10-2023,HIGH_SCHOOL_1TH_GRADE,4148411809
Aldridge,McKall,amckallrc@yahoo.com,17-11-2023,HIGH_SCHOOL_1TH_GRADE,7031555771
Arte,Merriday,amerridayrd@archive.org,28-11-2021,HIGH_SCHOOL_1TH_GRADE,3623511880
Ingemar,Bonhill,ibonhillre@google.cn,31-12-2021,HIGH_SCHOOL_1TH_GRADE,4593179245
Christyna,Karpf,ckarpfrf@sbwire.com,24-02-2023,HIGH_SCHOOL_1TH_GRADE,5363063241
Angy,Sher,asherrg@reference.com,07-12-2021,HIGH_SCHOOL_1TH_GRADE,9149698530
Norman,Jayne,njaynerh@mayoclinic.com,05-12-2021,HIGH_SCHOOL_1TH_GRADE,4925029867
Barnie,Hitschke,bhitschkeri@example.com,06-04-2023,HIGH_SCHOOL_1TH_GRADE,8907171213
Ethelda,Dorricott,edorricottrj@shop-pro.jp,23-07-2022,HIGH_SCHOOL_1TH_GRADE,1767128469
Penny,Bowskill,pbowskillrk@fastcompany.com,30-07-2021,HIGH_SCHOOL_1TH_GRADE,7098552185
Kizzie,Maytum,kmaytumrl@nhs.uk,02-03-2023,HIGH_SCHOOL_1TH_GRADE,6163297746
Mollee,Shelmardine,mshelmardinerm@ft.com,26-07-2022,HIGH_SCHOOL_1TH_GRADE,2938987469
Robb,Cleef,rcleefrn@springer.com,29-08-2022,HIGH_SCHOOL_1TH_GRADE,7015556428
Heindrick,Ranking,hrankingro@multiply.com,20-03-2022,HIGH_SCHOOL_1TH_GRADE,2249623780
Noellyn,Jeeks,njeeksrp@devhub.com,16-06-2023,HIGH_SCHOOL_1TH_GRADE,5902338510
Penny,Lawful,plawfulrq@free.fr,17-01-2022,HIGH_SCHOOL_1TH_GRADE,9627702008
Fredrika,Dolley,fdolleyrr@xinhuanet.com,15-07-2021,HIGH_SCHOOL_1TH_GRADE,9123931744
